video,true_label,raw_prediction,mapped_prediction,result,skin_color_category
yoga_13_modified_asian.mp4,yoga,cartwheel,cartwheel,incorrect,asian
yoga_13_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_13_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_13_modified_middle_eastern.mp4,yoga,cartwheel,cartwheel,incorrect,middle_eastern
yoga_13_modified_south_east_asian.mp4,yoga,cartwheel,cartwheel,incorrect,south_east_asian
yoga_14_initial.mp4,yoga,yoga,yoga,correct,white
yoga_14_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_14_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_14_modified_hispanic.mp4,yoga,squat,squat,incorrect,hispanic
yoga_14_modified_indian.mp4,yoga,squat,squat,incorrect,indian
yoga_14_modified_middle_eastern.mp4,yoga,squat,squat,incorrect,middle_eastern
yoga_14_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_15_initial.mp4,yoga,yoga,yoga,correct,white
yoga_15_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_15_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_15_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_15_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_15_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_15_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_16_initial.mp4,yoga,yoga,yoga,correct,african
yoga_16_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_16_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_16_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_16_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_16_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_16_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_17_initial.mp4,yoga,other,other,incorrect,white
yoga_17_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_17_modified_asian.mp4,yoga,cartwheel,cartwheel,incorrect,asian
yoga_17_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_17_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_17_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_17_modified_south_east_asian.mp4,yoga,other,other,incorrect,south_east_asian
yoga_18_initial.mp4,yoga,yoga,yoga,correct,asian
yoga_18_modified_african.mp4,yoga,other,other,incorrect,african
yoga_18_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_18_modified_indian.mp4,yoga,other,other,incorrect,indian
yoga_18_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_18_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_18_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_19_initial.mp4,yoga,yoga,yoga,correct,white
yoga_19_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_19_modified_asian.mp4,yoga,cartwheel,cartwheel,incorrect,asian
yoga_19_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_19_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_19_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_19_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_1_initial.mp4,yoga,lunge,lunge,incorrect,white
yoga_1_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_1_modified_asian.mp4,yoga,lunge,lunge,incorrect,asian
yoga_1_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_1_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_1_modified_middle_eastern.mp4,yoga,lunge,lunge,incorrect,middle_eastern
yoga_1_modified_south_east_asian.mp4,yoga,cartwheel,cartwheel,incorrect,south_east_asian
yoga_20_initial.mp4,yoga,yoga,yoga,correct,indian
yoga_20_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_20_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_20_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_20_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_20_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_20_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_21_initial.mp4,yoga,other,other,incorrect,middle_eastern
yoga_21_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_21_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_21_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_21_modified_indian.mp4,yoga,lunge,lunge,incorrect,indian
yoga_21_modified_south_east_asian.mp4,yoga,other,other,incorrect,south_east_asian
yoga_21_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_22_initial.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_22_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_22_modified_hispanic.mp4,yoga,other,other,incorrect,hispanic
yoga_22_modified_indian.mp4,yoga,other,other,incorrect,indian
yoga_22_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_22_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_22_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_23_initial.mp4,yoga,other,other,incorrect,asian
yoga_23_modified_african.mp4,yoga,other,other,incorrect,african
yoga_23_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_23_modified_indian.mp4,yoga,other,other,incorrect,indian
yoga_23_modified_middle_eastern.mp4,yoga,cartwheel,cartwheel,incorrect,middle_eastern
yoga_23_modified_south_east_asian.mp4,yoga,other,other,incorrect,south_east_asian
yoga_23_modified_white.mp4,yoga,cartwheel,cartwheel,incorrect,white
yoga_24_initial.mp4,yoga,other,other,incorrect,white
yoga_24_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_24_modified_asian.mp4,yoga,cartwheel,cartwheel,incorrect,asian
yoga_24_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_24_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_24_modified_middle_eastern.mp4,yoga,cartwheel,cartwheel,incorrect,middle_eastern
yoga_24_modified_south_east_asian.mp4,yoga,cartwheel,cartwheel,incorrect,south_east_asian
yoga_2_initial.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_2_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_2_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_2_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_2_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_2_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_2_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_3_initial.mp4,yoga,yoga,yoga,correct,white
yoga_3_modified_african.mp4,yoga,lunge,lunge,incorrect,african
yoga_3_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_3_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_3_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_3_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_3_modified_south_east_asian.mp4,yoga,cartwheel,cartwheel,incorrect,south_east_asian
yoga_4_initial.mp4,yoga,yoga,yoga,correct,white
yoga_4_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_4_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_4_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_4_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_4_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_4_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_5_initial.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_5_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_5_modified_asian.mp4,yoga,cartwheel,cartwheel,incorrect,asian
yoga_5_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_5_modified_middle_eastern.mp4,yoga,cartwheel,cartwheel,incorrect,middle_eastern
yoga_5_modified_south_east_asian.mp4,yoga,squat,squat,incorrect,south_east_asian
yoga_5_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_6_initial.mp4,yoga,yoga,yoga,correct,hispanic
yoga_6_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_6_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_6_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_6_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_6_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_6_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_7_initial.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_7_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_7_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_7_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_7_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_7_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_7_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_8_initial.mp4,yoga,other,other,incorrect,white
yoga_8_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_8_modified_asian.mp4,yoga,cartwheel,cartwheel,incorrect,asian
yoga_8_modified_hispanic.mp4,yoga,other,other,incorrect,hispanic
yoga_8_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_8_modified_middle_eastern.mp4,yoga,other,other,incorrect,middle_eastern
yoga_8_modified_south_east_asian.mp4,yoga,other,other,incorrect,south_east_asian
yoga_9_initial.mp4,yoga,lunge,lunge,incorrect,white
yoga_9_modified_african.mp4,yoga,lunge,lunge,incorrect,african
yoga_9_modified_asian.mp4,yoga,lunge,lunge,incorrect,asian
yoga_9_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_9_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_9_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_9_modified_south_east_asian.mp4,yoga,lunge,lunge,incorrect,south_east_asian
